x,y
-10, 126.821
-9.9, 124.393
-9.8, 133.04
-9.7, 129.284
-9.6, 120.681
-9.5, 124.989
-9.4, 114.174
-9.3, 87.046
-9.2, 81.765
-9.1, 84.065
-9, 126.051
-8.9, 74.238
-8.8, 105.873
-8.7, 68.547
-8.6, 72.602
-8.5, 100.5
-8.4, 73.605
-8.3, 73.245
-8.2, 81.48
-8.1, 101.285
-8, 108.745
-7.9, 56.036
-7.8, 79.611
-7.7, 66.364
-7.6, 99.436
-7.5, 49.144
-7.4, 80.774
-7.3, 46.889
-7.2, 45.718
-7.1, 43.672
-7, 36.707
-6.9, 44.758
-6.8, 72.049
-6.7, 55.7
-6.6, 84.216
-6.5, 42.627
-6.4, 25.395
-6.3, 55.295
-6.2, 58.648
-6.1, 59.382
-6, 68.23
-5.9, 34.664
-5.8, 58.842
-5.7, 74.203
-5.6, 51.533
-5.5, 68.478
-5.4, 60.27
-5.3, 12.597
-5.2, 35.371
-5.1, 38.034
-5, 61.598
-4.9, 9.838
-4.8, 14.129
-4.7, 11.46
-4.6, 55.251
-4.5, 21.24
-4.4, 19.744
-4.3, 54.554
-4.2, 54.84
-4.1, 34.509
-4, 19.469
-3.9, 51.151
-3.8, 51.382
-3.7, 37.158
-3.6, 14.792
-3.5, -1.968
-3.4, 26.296
-3.3, 1.528
-3.2, 45.008
-3.1, -12.554
-3, 1.986
-2.9, 31.454
-2.8, 42.815
-2.7, 0.2
-2.6, 40.589
-2.5, 7.94
-2.4, 19.939
-2.3, 4.062
-2.2, -11.918
-2.1, -3.589
-2, 18.383
-1.9, 25.853
-1.8, -15.561
-1.7, 15.231
-1.6, 7.305
-1.5, 1.163
-1.4, -19.101
-1.3, -5.901
-1.2, -23.139
-1.1, 2.999
-1, -17.35
-0.9, 11.823
-0.8, -1.483
-0.7, 29.973
-0.6, -10.638
-0.5, 15.635
-0.4, 6.392
-0.3, -4.237
-0.2, 16.989
-0.1, 8.85
-0, -13.857
0.1, -15.353
0.2, -27.857
0.3, 30.09
0.4, 16.696
0.5, 22.766
0.6, -4.931
0.7, 15.683
0.8, -24.186
0.9, 21.599
1, -11.097
1.1, 17.013
1.2, -26.942
1.3, -21.274
1.4, -28.651
1.5, -23.285
1.6, -26.879
1.7, 11.553
1.8, 0.327
1.9, -28.419
2, -21.159
2.1, 12.006
2.2, -2.649
2.3, 25.854
2.4, -3.652
2.5, 4.529
2.6, 1.549
2.7, 6.329
2.8, 24.91
2.9, -14.15
3, -6.792
3.1, -9.751
3.2, 0.917
3.3, -16.993
3.4, -11.392
3.5, 28.472
3.6, 19.308
3.7, 26.039
3.8, -12.334
3.9, 29.697
4, 36.386
4.1, 13.509
4.2, -7.492
4.3, -13.218
4.4, 5.547
4.5, 32.698
4.6, 8.614
4.7, -6.758
4.8, 11.878
4.9, 1.817
5, 10.515
5.1, 17.021
5.2, 12.881
5.3, 8.994
5.4, 1.299
5.5, 9.433
5.6, 20.781
5.7, 12.081
5.8, 39.296
5.9, 9.904
6, 16.908
6.1, 14.456
6.2, 46.289
6.3, 41.736
6.4, 30.598
6.5, 25.04
6.6, 9.501
6.7, 60.573
6.8, 23.871
6.9, 5.651
7, 24.327
7.1, 55.58
7.2, 38.789
7.3, 65.584
7.4, 36.41
7.5, 33.588
7.6, 67.016
7.7, 21.957
7.8, 50.171
7.9, 58.52
8, 70.477
8.1, 24.915
8.2, 36.241
8.3, 32.389
8.4, 38.358
8.5, 49.152
8.6, 72.528
8.7, 70.005
8.8, 68.869
8.9, 77.511
9, 52.74
9.1, 37.232
9.2, 74.222
9.3, 48.572
9.4, 52.199
9.5, 92.232
9.6, 44.26
9.7, 88.152
9.8, 73.655
9.9, 50.59
10, 67.921
