x,y
-10, 102.369
-9.9, 102.169
-9.8, 101.916
-9.7, 101.611
-9.6, 101.044
-9.5, 100.34
-9.4, 99.492
-9.3, 98.49
-9.2, 97.361
-9.1, 96.112
-9, 94.755
-8.9, 93.305
-8.8, 91.774
-8.7, 90.176
-8.6, 88.524
-8.5, 86.83
-8.4, 85.106
-8.3, 83.364
-8.2, 81.614
-8.1, 79.865
-8, 78.126
-7.9, 76.405
-7.8, 74.709
-7.7, 73.044
-7.6, 71.415
-7.5, 69.825
-7.4, 68.279
-7.3, 66.777
-7.2, 65.323
-7.1, 63.915
-7, 62.553
-6.9, 61.236
-6.8, 59.961
-6.7, 58.726
-6.6, 57.527
-6.5, 56.361
-6.4, 55.222
-6.3, 54.107
-6.2, 53.011
-6.1, 51.93
-6, 50.861
-5.9, 49.799
-5.8, 48.743
-5.7, 47.688
-5.6, 46.634
-5.5, 45.579
-5.4, 44.522
-5.3, 43.462
-5.2, 42.4
-5.1, 41.336
-5, 40.269
-4.9, 39.201
-4.8, 38.131
-4.7, 37.06
-4.6, 35.988
-4.5, 34.914
-4.4, 33.84
-4.3, 32.763
-4.2, 31.684
-4.1, 30.603
-4, 29.518
-3.9, 28.431
-3.8, 27.339
-3.7, 26.244
-3.6, 25.146
-3.5, 24.045
-3.4, 22.943
-3.3, 21.841
-3.2, 20.741
-3.1, 19.644
-3, 18.554
-2.9, 17.474
-2.8, 16.407
-2.7, 15.356
-2.6, 14.325
-2.5, 13.319
-2.4, 12.34
-2.3, 11.394
-2.2, 10.482
-2.1, 9.61
-2, 8.78
-1.9, 7.995
-1.8, 7.256
-1.7, 6.566
-1.6, 5.925
-1.5, 5.333
-1.4, 4.789
-1.3, 4.292
-1.2, 3.838
-1.1, 3.426
-1, 3.051
-0.9, 2.708
-0.8, 2.394
-0.7, 2.102
-0.6, 1.828
-0.5, 1.566
-0.4, 1.313
-0.3, 1.063
-0.2, 0.813
-0.1, 0.56
-0, 0.303
0.1, 0.039
0.2, -0.23
0.3, -0.504
0.4, -0.78
0.5, -1.055
0.6, -1.326
0.7, -1.587
0.8, -1.834
0.9, -2.06
1, -2.261
1.1, -2.43
1.2, -2.563
1.3, -2.655
1.4, -2.702
1.5, -2.7
1.6, -2.648
1.7, -2.544
1.8, -2.388
1.9, -2.181
2, -1.923
2.1, -1.619
2.2, -1.27
2.3, -0.881
2.4, -0.456
2.5, 0
2.6, 0.483
2.7, 0.987
2.8, 1.508
2.9, 2.042
3, 2.584
3.1, 3.13
3.2, 3.678
3.3, 4.224
3.4, 4.768
3.5, 5.309
3.6, 5.845
3.7, 6.377
3.8, 6.906
3.9, 7.434
4, 7.964
4.1, 8.498
4.2, 9.039
4.3, 9.592
4.4, 10.159
4.5, 10.745
4.6, 11.355
4.7, 11.991
4.8, 12.657
4.9, 13.357
5, 14.092
5.1, 14.866
5.2, 15.68
5.3, 16.535
5.4, 17.43
5.5, 18.365
5.6, 19.34
5.7, 20.352
5.8, 21.4
5.9, 22.48
6, 23.59
6.1, 24.726
6.2, 25.885
6.3, 27.063
6.4, 28.257
6.5, 29.463
6.6, 30.678
6.7, 31.899
6.8, 33.122
6.9, 34.345
7, 35.566
7.1, 36.783
7.2, 37.994
7.3, 39.196
7.4, 40.389
7.5, 41.57
7.6, 42.739
7.7, 43.894
7.8, 45.034
7.9, 46.156
8, 47.259
8.1, 48.341
8.2, 49.399
8.3, 50.431
8.4, 51.433
8.5, 52.403
8.6, 53.335
8.7, 54.227
8.8, 55.075
8.9, 55.873
9, 56.618
9.1, 57.306
9.2, 57.931
9.3, 58.49
9.4, 58.981
9.5, 59.393
9.6, 59.732
9.7, 60.004
9.8, 60.15
9.9, 60.271
10, 60.365
