x,y
-10, 152.632
-9.9, 125.978
-9.8, 131.224
-9.7, 116.414
-9.6, 82.251
-9.5, 136.805
-9.4, 124.654
-9.3, 138.227
-9.2, 75.223
-9.1, 137.117
-9, 104.535
-8.9, 125.021
-8.8, 95.728
-8.7, 127.896
-8.6, 79.037
-8.5, 59.619
-8.4, 68.523
-8.3, 81.314
-8.2, 65.81
-8.1, 86.62
-8, 75.131
-7.9, 57.677
-7.8, 92.333
-7.7, 42.923
-7.6, 86.329
-7.5, 52.933
-7.4, 45.024
-7.3, 42.501
-7.2, 90.283
-7.1, 85.553
-7, 40.586
-6.9, 84.935
-6.8, 39.509
-6.7, 33.594
-6.6, 38.122
-6.5, 70.391
-6.4, 26.186
-6.3, 17.16
-6.2, 78.126
-6.1, 59.45
-6, 24.16
-5.9, 8.46
-5.8, 64.561
-5.7, 34.395
-5.6, 47.304
-5.5, 81.106
-5.4, 78.781
-5.3, 79.252
-5.2, 67.74
-5.1, 42.247
-5, 29.154
-4.9, 39.116
-4.8, 33.74
-4.7, 5.588
-4.6, 37.809
-4.5, 24.945
-4.4, 65.979
-4.3, 0.29
-4.2, 26.026
-4.1, -1.726
-4, 32.097
-3.9, 10.222
-3.8, 2.336
-3.7, 20.936
-3.6, 43.401
-3.5, 59.955
-3.4, -17.496
-3.3, 28.137
-3.2, 23.845
-3.1, -11.624
-3, 38.138
-2.9, -21.108
-2.8, 10.241
-2.7, -22.275
-2.6, 40.736
-2.5, 36.07
-2.4, -25.987
-2.3, -24.669
-2.2, 40.566
-2.1, 28.962
-2, -11.397
-1.9, -22.734
-1.8, -25.131
-1.7, 14.522
-1.6, 22.997
-1.5, -22.416
-1.4, 17.42
-1.3, -0.896
-1.2, 0.637
-1.1, -16.21
-1, 41.59
-0.9, 10.758
-0.8, -15.674
-0.7, -21.405
-0.6, -28.389
-0.5, -37.196
-0.4, -8.42
-0.3, 30.018
-0.2, 1.843
-0.1, -37.347
-0, -28.832
0.1, -3.702
0.2, -28.61
0.3, -24.484
0.4, 0.449
0.5, 39.069
0.6, 31.533
0.7, 10.854
0.8, -5.583
0.9, 7.692
1, -24.022
1.1, 20.131
1.2, 31.209
1.3, 9.577
1.4, -20.963
1.5, -2.371
1.6, -4.853
1.7, -24.186
1.8, -35.592
1.9, 1.784
2, -22.773
2.1, -31.651
2.2, 7.323
2.3, 2.716
2.4, 34.272
2.5, -5.585
2.6, -24.617
2.7, -27.683
2.8, -28.17
2.9, 35.886
3, -1.496
3.1, 26.476
3.2, -17.804
3.3, 25.647
3.4, 5.966
3.5, -15.294
3.6, 37.766
3.7, 10.068
3.8, -1.38
3.9, -9.33
4, -8.706
4.1, 6.078
4.2, -23.08
4.3, 37.766
4.4, 8.393
4.5, -26.676
4.6, 0.483
4.7, 47.175
4.8, 14.014
4.9, -3.66
5, -7.497
5.1, 31.449
5.2, -6.596
5.3, 8.591
5.4, 22.379
5.5, 4.939
5.6, 9.425
5.7, -10.264
5.8, 22.534
5.9, -6.956
6, 1.902
6.1, 9.386
6.2, 20.45
6.3, 65.501
6.4, 21.021
6.5, 55.097
6.6, -5.458
6.7, 54.591
6.8, -4.37
6.9, 29.288
7, 72.563
7.1, 37.386
7.2, 48.587
7.3, 69.224
7.4, 23.809
7.5, 81.829
7.6, 65.184
7.7, 36.163
7.8, 11.483
7.9, 59.673
8, 56.95
8.1, 74.217
8.2, 49.127
8.3, 74.976
8.4, 42.002
8.5, 36.424
8.6, 25.16
8.7, 45.076
8.8, 84.422
8.9, 74.998
9, 82.067
9.1, 81.671
9.2, 38.964
9.3, 34.649
9.4, 81.941
9.5, 32.818
9.6, 113.747
9.7, 112.352
9.8, 57.587
9.9, 62.377
10, 72.385
