x,y
-10, 103.404
-9.9, 103.224
-9.8, 102.998
-9.7, 102.726
-9.6, 102.221
-9.5, 101.599
-9.4, 100.853
-9.3, 99.98
-9.2, 99.003
-9.1, 97.933
-9, 96.783
-8.9, 95.569
-8.8, 94.303
-8.7, 92.999
-8.6, 91.669
-8.5, 90.324
-8.4, 88.975
-8.3, 87.628
-8.2, 86.292
-8.1, 84.97
-8, 83.664
-7.9, 82.377
-7.8, 81.106
-7.7, 79.848
-7.6, 78.599
-7.5, 77.353
-7.4, 76.101
-7.3, 74.835
-7.2, 73.548
-7.1, 72.229
-7, 70.872
-6.9, 69.468
-6.8, 68.013
-6.7, 66.501
-6.6, 64.933
-6.5, 63.307
-6.4, 61.627
-6.3, 59.898
-6.2, 58.128
-6.1, 56.326
-6, 54.504
-5.9, 52.672
-5.8, 50.845
-5.7, 49.033
-5.6, 47.25
-5.5, 45.505
-5.4, 43.807
-5.3, 42.165
-5.2, 40.583
-5.1, 39.065
-5, 37.61
-4.9, 36.219
-4.8, 34.888
-4.7, 33.613
-4.6, 32.39
-4.5, 31.213
-4.4, 30.077
-4.3, 28.976
-4.2, 27.905
-4.1, 26.861
-4, 25.841
-3.9, 24.843
-3.8, 23.864
-3.7, 22.906
-3.6, 21.967
-3.5, 21.048
-3.4, 20.148
-3.3, 19.269
-3.2, 18.409
-3.1, 17.567
-3, 16.744
-2.9, 15.937
-2.8, 15.145
-2.7, 14.367
-2.6, 13.6
-2.5, 12.843
-2.4, 12.097
-2.3, 11.36
-2.2, 10.634
-2.1, 9.92
-2, 9.221
-1.9, 8.539
-1.8, 7.878
-1.7, 7.242
-1.6, 6.635
-1.5, 6.061
-1.4, 5.524
-1.3, 5.028
-1.2, 4.574
-1.1, 4.166
-1, 3.804
-0.9, 3.488
-0.8, 3.219
-0.7, 2.994
-0.6, 2.81
-0.5, 2.666
-0.4, 2.558
-0.3, 2.481
-0.2, 2.432
-0.1, 2.406
-0, 2.4
0.1, 2.41
0.2, 2.431
0.3, 2.462
0.4, 2.499
0.5, 2.541
0.6, 2.585
0.7, 2.631
0.8, 2.676
0.9, 2.722
1, 2.766
1.1, 2.809
1.2, 2.851
1.3, 2.89
1.4, 2.929
1.5, 2.966
1.6, 3.003
1.7, 3.042
1.8, 3.084
1.9, 3.131
2, 3.187
2.1, 3.257
2.2, 3.343
2.3, 3.451
2.4, 3.586
2.5, 3.752
2.6, 3.953
2.7, 4.194
2.8, 4.477
2.9, 4.803
3, 5.173
3.1, 5.586
3.2, 6.04
3.3, 6.532
3.4, 7.058
3.5, 7.612
3.6, 8.191
3.7, 8.789
3.8, 9.401
3.9, 10.024
4, 10.653
4.1, 11.287
4.2, 11.924
4.3, 12.564
4.4, 13.208
4.5, 13.856
4.6, 14.512
4.7, 15.177
4.8, 15.853
4.9, 16.543
5, 17.248
5.1, 17.969
5.2, 18.708
5.3, 19.463
5.4, 20.235
5.5, 21.022
5.6, 21.822
5.7, 22.636
5.8, 23.46
5.9, 24.296
6, 25.142
6.1, 25.999
6.2, 26.869
6.3, 27.754
6.4, 28.656
6.5, 29.58
6.6, 30.53
6.7, 31.508
6.8, 32.52
6.9, 33.569
7, 34.657
7.1, 35.787
7.2, 36.959
7.3, 38.174
7.4, 39.43
7.5, 40.724
7.6, 42.054
7.7, 43.413
7.8, 44.798
7.9, 46.201
8, 47.615
8.1, 49.035
8.2, 50.451
8.3, 51.857
8.4, 53.244
8.5, 54.605
8.6, 55.932
8.7, 57.217
8.8, 58.451
8.9, 59.626
9, 60.733
9.1, 61.764
9.2, 62.711
9.3, 63.564
9.4, 64.319
9.5, 64.957
9.6, 65.486
9.7, 65.913
9.8, 66.142
9.9, 66.332
10, 66.482
