x,y
-20,441
-19.9,436.81
-19.8,432.64
-19.7,428.49
-19.6,424.36
-19.5,420.25
-19.4,416.16
-19.3,412.09
-19.2,408.04
-19.1,404.01
-19,400
-18.9,396.01
-18.8,392.04
-18.7,388.09
-18.6,384.16
-18.5,380.25
-18.4,376.36
-18.3,372.49
-18.2,368.64
-18.1,364.81
-18,361
-17.9,357.21
-17.8,353.44
-17.7,349.69
-17.6,345.96
-17.5,342.25
-17.4,338.56
-17.3,334.89
-17.2,331.24
-17.1,327.61
-17,324
-16.9,320.41
-16.8,316.84
-16.7,313.29
-16.6,309.76
-16.5,306.25
-16.4,302.76
-16.3,299.29
-16.2,295.84
-16.1,292.41
-16,289
-15.9,285.61
-15.8,282.24
-15.7,278.89
-15.6,275.56
-15.5,272.25
-15.4,268.96
-15.3,265.69
-15.2,262.44
-15.1,259.21
-15,256
-14.9,252.81
-14.8,249.64
-14.7,246.49
-14.6,243.36
-14.5,240.25
-14.4,237.16
-14.3,234.09
-14.2,231.04
-14.1,228.01
-14,225
-13.9,222.01
-13.8,219.04
-13.7,216.09
-13.6,213.16
-13.5,210.25
-13.4,207.36
-13.3,204.49
-13.2,201.64
-13.1,198.81
-13,196
-12.9,193.21
-12.8,190.44
-12.7,187.69
-12.6,184.96
-12.5,182.25
-12.4,179.56
-12.3,176.89
-12.2,174.24
-12.1,171.61
-12,169
-11.9,166.41
-11.8,163.84
-11.7,161.29
-11.6,158.76
-11.5,156.25
-11.4,153.76
-11.3,151.29
-11.2,148.84
-11.1,146.41
-11,144
-10.9,141.61
-10.8,139.24
-10.7,136.89
-10.6,134.56
-10.5,132.25
-10.4,129.96
-10.3,127.69
-10.2,125.44
-10.1,123.21
-10,121
-9.9,118.81
-9.8,116.64
-9.7,114.49
-9.6,112.36
-9.5,110.25
-9.4,108.16
-9.3,106.09
-9.2,104.04
-9.1,102.01
-9,100
-8.9,98.01
-8.8,96.04
-8.7,94.09
-8.6,92.16
-8.5,90.25
-8.4,88.36
-8.3,86.49
-8.2,84.64
-8.1,82.81
-8,81
-7.9,79.21
-7.8,77.44
-7.7,75.69
-7.6,73.96
-7.5,72.25
-7.4,70.56
-7.3,68.89
-7.2,67.24
-7.1,65.61
-7,64
-6.9,62.41
-6.8,60.84
-6.7,59.29
-6.6,57.76
-6.5,56.25
-6.4,54.76
-6.3,53.29
-6.2,51.84
-6.1,50.41
-6,49
-5.9,47.61
-5.8,46.24
-5.7,44.89
-5.6,43.56
-5.5,42.25
-5.4,40.96
-5.3,39.69
-5.2,38.44
-5.1,37.21
-5,36
-4.9,34.81
-4.8,33.64
-4.7,32.49
-4.6,31.36
-4.5,30.25
-4.4,29.16
-4.3,28.09
-4.2,27.04
-4.1,26.01
-4,25
-3.9,24.01
-3.8,23.04
-3.7,22.09
-3.6,21.16
-3.5,20.25
-3.4,19.36
-3.3,18.49
-3.2,17.64
-3.1,16.81
-3,16
-2.9,15.21
-2.8,14.44
-2.7,13.69
-2.6,12.96
-2.5,12.25
-2.4,11.56
-2.3,10.89
-2.2,10.24
-2.1,9.61
-2,9
-1.9,8.41
-1.8,7.84
-1.7,7.29
-1.6,6.76
-1.5,6.25
-1.4,5.76
-1.3,5.29
-1.2,4.84
-1.1,4.41
-1,4
-0.9,3.61
-0.8,3.24
-0.7,2.89
-0.6,2.56
-0.5,2.25
-0.4,1.96
-0.3,1.69
-0.2,1.44
-0.1,1.21
0,1
0.1,0.81
0.2,0.64
0.3,0.49
0.4,0.36
0.5,0.25
0.6,0.16
0.7,0.09
0.8,0.04
0.9,0.01
1,0
1.1,0.01
1.2,0.04
1.3,0.09
1.4,0.16
1.5,0.25
1.6,0.36
1.7,0.49
1.8,0.64
1.9,0.81
2,1
2.1,1.21
2.2,1.44
2.3,1.69
2.4,1.96
2.5,2.25
2.6,2.56
2.7,2.89
2.8,3.24
2.9,3.61
3,4
3.1,4.41
3.2,4.84
3.3,5.29
3.4,5.76
3.5,6.25
3.6,6.76
3.7,7.29
3.8,7.84
3.9,8.41
4,9
4.1,9.61
4.2,10.24
4.3,10.89
4.4,11.56
4.5,12.25
4.6,12.96
4.7,13.69
4.8,14.44
4.9,15.21
5,16
5.1,16.81
5.2,17.64
5.3,18.49
5.4,19.36
5.5,20.25
5.6,21.16
5.7,22.09
5.8,23.04
5.9,24.01
6,25
6.1,26.01
6.2,27.04
6.3,28.09
6.4,29.16
6.5,30.25
6.6,31.36
6.7,32.49
6.8,33.64
6.9,34.81
7,36
7.1,37.21
7.2,38.44
7.3,39.69
7.4,40.96
7.5,42.25
7.6,43.56
7.7,44.89
7.8,46.24
7.9,47.61
8,49
8.1,50.41
8.2,51.84
8.3,53.29
8.4,54.76
8.5,56.25
8.6,57.76
8.7,59.29
8.8,60.84
8.9,62.41
9,64
9.1,65.61
9.2,67.24
9.3,68.89
9.4,70.56
9.5,72.25
9.6,73.96
9.7,75.69
9.8,77.44
9.9,79.21
10,81
10.1,82.81
10.2,84.64
10.3,86.49
10.4,88.36
10.5,90.25
10.6,92.16
10.7,94.09
10.8,96.04
10.9,98.01
11,100
11.1,102.01
11.2,104.04
11.3,106.09
11.4,108.16
11.5,110.25
11.6,112.36
11.7,114.49
11.8,116.64
11.9,118.81
12,121
12.1,123.21
12.2,125.44
12.3,127.69
12.4,129.96
12.5,132.25
12.6,134.56
12.7,136.89
12.8,139.24
12.9,141.61
13,144
13.1,146.41
13.2,148.84
13.3,151.29
13.4,153.76
13.5,156.25
13.6,158.76
13.7,161.29
13.8,163.84
13.9,166.41
14,169
14.1,171.61
14.2,174.24
14.3,176.89
14.4,179.56
14.5,182.25
14.6,184.96
14.7,187.69
14.8,190.44
14.9,193.21
15,196
15.1,198.81
15.2,201.64
15.3,204.49
15.4,207.36
15.5,210.25
15.6,213.16
15.7,216.09
15.8,219.04
15.9,222.01
16,225
16.1,228.01
16.2,231.04
16.3,234.09
16.4,237.16
16.5,240.25
16.6,243.36
16.7,246.49
16.8,249.64
16.9,252.81
17,256
17.1,259.21
17.2,262.44
17.3,265.69
17.4,268.96
17.5,272.25
17.6,275.56
17.7,278.89
17.8,282.24
17.9,285.61
18,289
18.1,292.41
18.2,295.84
18.3,299.29
18.4,302.76
18.5,306.25
18.6,309.76
18.7,313.29
18.8,316.84
18.9,320.41
19,324
19.1,327.61
19.2,331.24
19.3,334.89
19.4,338.56
19.5,342.25
19.6,345.96
19.7,349.69
19.8,353.44
19.9,357.21
