x,y
-10, 140.616
-9.9, 117.958
-9.8, 115.99
-9.7, 104.34
-9.6, 97.782
-9.5, 124.529
-9.4, 94.511
-9.3, 106.2
-9.2, 86.082
-9.1, 87.447
-9, 106.093
-8.9, 106.862
-8.8, 105.807
-8.7, 82.066
-8.6, 103.899
-8.5, 70.408
-8.4, 105.028
-8.3, 76.169
-8.2, 69.601
-8.1, 102.681
-8, 91.715
-7.9, 84.306
-7.8, 58.053
-7.7, 87.072
-7.6, 63.565
-7.5, 58.138
-7.4, 87.102
-7.3, 69.304
-7.2, 79.328
-7.1, 79.912
-7, 74.335
-6.9, 77.079
-6.8, 74.224
-6.7, 79.048
-6.6, 71.968
-6.5, 68.978
-6.4, 52.082
-6.3, 65.926
-6.2, 71.722
-6.1, 56.721
-6, 68.111
-5.9, 52.3
-5.8, 43.492
-5.7, 55.857
-5.6, 28.772
-5.5, 44.387
-5.4, 34.738
-5.3, 32.198
-5.2, 18.98
-5.1, 32.502
-5, 51.964
-4.9, 24.767
-4.8, 21.931
-4.7, 40.254
-4.6, 31.297
-4.5, 20.789
-4.4, 43.13
-4.3, 36.61
-4.2, 42.123
-4.1, 14.195
-4, 27.719
-3.9, 15.806
-3.8, 35.854
-3.7, 36.347
-3.6, 9.026
-3.5, 12.868
-3.4, 31.368
-3.3, 6.193
-3.2, 6.254
-3.1, 6.659
-3, 19.279
-2.9, 6.753
-2.8, 20.561
-2.7, 7.694
-2.6, 29.145
-2.5, 15.822
-2.4, 21.282
-2.3, 14.564
-2.2, 16.862
-2.1, 1.025
-2, 27.859
-1.9, -9.319
-1.8, 13.919
-1.7, -7.192
-1.6, -1.916
-1.5, 2.141
-1.4, 15.849
-1.3, -6.31
-1.2, -10.481
-1.1, 7.855
-1, 14.127
-0.9, 8.07
-0.8, 8.543
-0.7, -15.292
-0.6, -6.081
-0.5, 4.119
-0.4, 20.22
-0.3, -16.645
-0.2, -10.473
-0.1, 7.76
-0, 2.26
0.1, -15.647
0.2, 10.003
0.3, 18.451
0.4, 7.588
0.5, 19.697
0.6, 19.348
0.7, -12.507
0.8, -7.36
0.9, -18.581
1, 18.863
1.1, -8.222
1.2, -7.782
1.3, 16.761
1.4, -6.361
1.5, 9.4
1.6, -3.157
1.7, 8.541
1.8, 10.824
1.9, -1.758
2, 14.783
2.1, -0.329
2.2, 14.24
2.3, 14.678
2.4, -1.487
2.5, -17.596
2.6, 8.071
2.7, 6.698
2.8, -15.887
2.9, -4.279
3, 1.76
3.1, -5.711
3.2, 12.19
3.3, -1.619
3.4, 18.921
3.5, 9.607
3.6, 10.162
3.7, -9.493
3.8, 14.988
3.9, 10.454
4, 18.307
4.1, 23.186
4.2, 21.472
4.3, 2.807
4.4, 15.763
4.5, 23.403
4.6, -0.867
4.7, 11.616
4.8, 27.685
4.9, 10.731
5, 18.027
5.1, 3.822
5.2, 11.091
5.3, 12.57
5.4, 9.292
5.5, 33.511
5.6, 24.428
5.7, 36.307
5.8, 11.722
5.9, 26.365
6, 24.714
6.1, 29.62
6.2, 45.576
6.3, 29.017
6.4, 26.122
6.5, 14.28
6.6, 46.74
6.7, 18.691
6.8, 15.173
6.9, 34.114
7, 46.273
7.1, 19.426
7.2, 30.255
7.3, 54.431
7.4, 23.53
7.5, 23.46
7.6, 56.958
7.7, 48.042
7.8, 35.472
7.9, 29.803
8, 65.748
8.1, 42.111
8.2, 50.436
8.3, 66.753
8.4, 64.827
8.5, 40.44
8.6, 71.549
8.7, 41.09
8.8, 58.517
8.9, 77.363
9, 63.14
9.1, 53.92
9.2, 50.339
9.3, 82.307
9.4, 52.916
9.5, 81.596
9.6, 69.965
9.7, 58.165
9.8, 93.325
9.9, 79.89
10, 74.529
